paper_id,doi,title,year,venue,pdf_path,status,queued_at,processed_at,reason,source,resolved_pdf_path,n_tables,n_claims,error,article_type_classifier_version,article_type_confidence,article_type_diagnostics,article_type_family,article_type_margin,article_type_needs_review,article_type_predicted_family,article_type_runner_up,article_type_signals,preprocess_cache_path,preprocess_checked_at,preprocess_cid_density,preprocess_cid_hits,preprocess_error,preprocess_nonempty_pages,preprocess_page_count,preprocess_status,preprocess_text_chars,preprocess_warning_flags,prior_n_claims,prior_n_tables,prior_status,retry_error,retry_status
doi:10.15126/thesis.901052,10.15126/thesis.901052,Spatial Navigation and Negative Emotions: The Effect of Emotion Processing on Wayfinding and Visuospatial Working Memory,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.15126_thesis.901052.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:27:14.660611+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.15126_thesis.901052.pdf,184,1146,,paper_classifier_v2,1.0,,empirical_v2,3.3,False,empirical_v2,observational_field,"section:results|empirical_method_hits:participants,experiment",,,,,,,,,,,,,,,
doi:10.1613/jair.301,10.1613/jair.301,Reinforcement Learning: A Survey,1996,Journal of Artificial Intelligence Research,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1613_jair.301.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:27:14.660611+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1613_jair.301.pdf,16,36,,paper_classifier_v2,0.4,downgraded_to_unknown_low_confidence,unknown,0.2,True,thought_piece,empirical_v2,title_pattern:perspective,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.17179/excli2021-3974,10.17179/excli2021-3974,Effect of warm/cool white lights on visual perception and mood in warm/cool color environments,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.17179_excli2021-3974.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:27:14.660611+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.17179_excli2021-3974.pdf,7,83,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,,,,,
doi:10.17863/cam.41365,10.17863/cam.41365,Tranquillity by design - Architectural and landscape interventions to improve the soundscape quality in urban areas exposed to aircraft noise,2019,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.17863_cam.41365.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:27:14.660611+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.17863_cam.41365.pdf,30,444,,paper_classifier_v2,0.3636,downgraded_to_unknown_low_confidence,unknown,0.0,True,observational_field,thought_piece,title_pattern:in[-\s]?situ,,,,,,,,,,,,,,,
doi:10.18419/opus-9385,10.18419/opus-9385,"Simultaneous optimization of office building facades in terms of both energy consumption and transparency in hot arid climates, analysed on the example of Cairo",2017,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.18419_opus-9385.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:31:08.134814+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.18419_opus-9385.pdf,331,659,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.18419/opus-9385.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,27,30,ready,99191,,757,348,error_pdf_timeout,,
doi:10.22068/ijaup.761,10.22068/ijaup.761,Factors Influencing Residents' Place Attachment: Case Study in Tehran,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.22068_ijaup.761.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:31:08.134814+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.22068_ijaup.761.pdf,1,1,,paper_classifier_v2,0.6364,,case_study,1.5,False,case_study,narrative_review,title_pattern:case\s+study,,,,,,,,,,,,,,,
doi:10.24382/5191,10.24382/5191,"Integrating Natural Light for Wellbeing, Performance, and Quality Care Delivery in Healthcare Environments",2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.24382_5191.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:31:08.134814+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.24382_5191.pdf,46,958,,paper_classifier_v2,0.4545,downgraded_to_unknown_low_confidence,unknown,0.5,True,mixed_methods,empirical_v2,title_pattern:mixed[-\s]?method,,,,,,,,,,,,,,,
doi:10.25916/sut.26402764.v1,10.25916/sut.26402764.v1,The impact of nonvisual effects of daylight on building occupants: Implications on lighting standards and human centric lighting design,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.25916_sut.26402764.v1.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:31:08.134814+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.25916_sut.26402764.v1.pdf,41,1358,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.25916/sut.26402764.v1.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,30,30,ready,72122,,1372,41,error_pdf_timeout,,
doi:10.26204/kluedo/7316,10.26204/kluedo/7316,Exploring effects of lighting in physical and virtual spaces,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.26204_kluedo_7316.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:32:02.605971+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.26204_kluedo_7316.pdf,19,1126,,paper_classifier_v2,0.3636,downgraded_to_unknown_low_confidence,unknown,0.0,True,narrative_review,thought_piece,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),,,,,,,,,,,,,,,
doi:10.3389/fbuil.2024.1431780,10.3389/fbuil.2024.1431780,Exploring building materials: human skin as a sensory reference in the absence of visual cues,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fbuil.2024.1431780.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:32:02.605971+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fbuil.2024.1431780.pdf,6,64,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.3389/fnbeh.2021.735387,10.3389/fnbeh.2021.735387,"Measuring Behavior in the Home Cage: Study Design, Applications, Challenges, and Perspectives",2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnbeh.2021.735387.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:32:02.605971+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnbeh.2021.735387.pdf,1,1,,paper_classifier_v2,0.4909,downgraded_to_unknown_low_confidence,unknown,0.2,True,narrative_review,thought_piece,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.3389/fnhum.2021.771711,10.3389/fnhum.2021.771711,The Effects of Working Memory Load on Auditory Distraction in Adults With Attention Deficit Hyperactivity Disorder,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnhum.2021.771711.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:32:02.605971+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnhum.2021.771711.pdf,6,148,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.3389/fnhum.2021.771711.json,2026-02-14T10:17:37.772176+00:00,0.00000000,0,,15,15,ready,77777,,116,0,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.3389/fnsys.2021.672740,10.3389/fnsys.2021.672740,A Developmental Framework for Embodiment Research: The Next Step Toward Integrating Concepts and Methods,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnsys.2021.672740.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:33:45.004239+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnsys.2021.672740.pdf,8,351,,paper_classifier_v2,0.7273,,thought_piece,2.0,False,thought_piece,empirical_v2,title_pattern:perspective,,,,,,,,,,,,,,,
doi:10.3389/fpsyg.2015.00637,10.3389/fpsyg.2015.00637,Ecological validity of virtual environments to assess human navigation ability,2015,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2015.00637.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:33:45.004239+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2015.00637.pdf,30,219,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,69,30,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.3389/fpsyg.2017.01454,10.3389/fpsyg.2017.01454,The Influences of Emotion on Learning and Memory,2017,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2017.01454.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:33:45.004239+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2017.01454.pdf,87,525,,paper_classifier_v2,0.8545,,narrative_review,2.2,False,narrative_review,theoretical,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),,,,,,,,,,,,,,,
doi:10.3390/app11093942,10.3390/app11093942,Indoor Acoustic Requirements for Autism-Friendly Spaces,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_app11093942.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:33:45.004239+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_app11093942.pdf,13,109,,paper_classifier_v2,0.0,downgraded_to_unknown_low_confidence,unknown,0.0,True,unknown,theoretical,,,,,,,,,,,,,,,,
doi:10.3390/app13052950,10.3390/app13052950,Improved Stress Classification Using Automatic Feature Selection from Heart Rate and Respiratory Rate Time Signals,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_app13052950.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:34:08.749286+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_app13052950.pdf,5,59,,paper_classifier_v2,0.2909,downgraded_to_unknown_low_confidence,unknown,0.4,True,empirical_v2,observational_field,empirical_quant_combo:regression,,,,,,,,,,,,,,,
doi:10.3390/buildings14041115,10.3390/buildings14041115,"Impacts of Static Lighting in Confined Spaces on the Circadian Parameters, Alertness, Performance and Well-Being",2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14041115.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:34:08.749286+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14041115.pdf,2,57,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.3390/buildings14103293,10.3390/buildings14103293,Enhancing Cognitive Performance and Physiological Benefit in Workspaces Through Patterns of Biophilic Design: A Restorative Approach,2024,Buildings,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14103293.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:34:08.749286+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14103293.pdf,5,102,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,102,5,completed_pdf_extracted,,
doi:10.3390/buildings14113408,10.3390/buildings14113408,Exploring Soundscape Assessment Methods in Office Environments: A Systematic Review,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14113408.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:34:08.749286+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14113408.pdf,4,68,,paper_classifier_v2,0.8,,narrative_review,1.2,False,narrative_review,systematic_review,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature)|review_hits:systematic review,,,,,,,,,,,,,,,
doi:10.3390/buildings7020032,10.3390/buildings7020032,Patterns of Growth—Biomimetics and Architectural Design,2017,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings7020032.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:23.597504+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings7020032.pdf,16,1136,,paper_classifier_v2,0.6545,,empirical_v2,1.8,False,empirical_v2,observational_field,"empirical_method_hits:methods,experimental",,,,,,,,,,,,,,,
doi:10.3390/gels4020043,10.3390/gels4020043,Advanced Recycled Polyethylene Terephthalate Aerogels from Plastic Waste for Acoustic and Thermal Insulation Applications,2018,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_gels4020043.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:23.597504+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_gels4020043.pdf,4,37,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.3390/ijerph10041439,10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,2013,International Journal of Environmental Research and Public Health,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph10041439.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:23.597504+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph10041439.pdf,3,52,,paper_classifier_v2,0.0,downgraded_to_unknown_low_confidence,unknown,0.0,True,unknown,theoretical,,,,,,,,,,,,,,,,
doi:10.3390/ijerph110202108,10.3390/ijerph110202108,"Effects of Age, Season, Gender and Urban-Rural Status on Time-Activity: Canadian Human Activity Pattern Survey 2 (CHAPS 2)",2014,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph110202108.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:23.597504+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph110202108.pdf,11,93,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.3390/ijerph110202108.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,17,17,ready,46914,,0,0,error_pdf_timeout,,
doi:10.3390/ijerph182312510,10.3390/ijerph182312510,The Living Space: Psychological Well-Being and Mental Health in Response to Interiors Presented in Virtual Reality,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph182312510.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:58.231665+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph182312510.pdf,3,104,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,data/production/pdf_preprocess_cache/doi:10.3390/ijerph182312510.json,2026-02-14T10:17:37.772176+00:00,0.00070970,63,,20,20,ready,88770,,0,0,completed_pdf_no_claims,,
doi:10.3390/land13121978,10.3390/land13121978,Exploring the Application of Neurostructural Principles to the Design of Public Spaces on University Campuses,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_land13121978.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:58.231665+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_land13121978.pdf,1,111,,paper_classifier_v2,0.8364,,empirical_v2,1.3,False,empirical_v2,case_study,"section:results|empirical_method_hits:participants,methods",,,,,,,,,,,,,,,
doi:10.3390/s24237838,10.3390/s24237838,Brain and Subjective Responses to Indoor Environments Related to Concentration and Creativity,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_s24237838_1.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:58.231665+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_s24237838_1.pdf,1,33,,paper_classifier_v2,1.0,,empirical_v2,3.3,False,empirical_v2,observational_field,"section:results|empirical_method_hits:participants,experimental",data/production/pdf_preprocess_cache/doi:10.3390/s24237838.json,2026-02-14T10:17:37.772176+00:00,0.00000000,0,,25,25,ready,156085,,,,,,
doi:10.3390/su12051830,10.3390/su12051830,Examining the Quasi-Public Spaces in Commercial Complexes,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12051830.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:35:58.231665+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12051830.pdf,10,88,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.3390/su12051830.json,2026-02-14T18:27:56.725084+00:00,0.00030870,17,,16,16,ready,55069,,0,0,error_pdf_timeout,,
doi:10.3390/su12104263,10.3390/su12104263,Towards a Sustainable Indoor Lighting Design: Effects of Artificial Light on the Emotional State of Adolescents in the Classroom,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12104263.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:16.231610+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12104263.pdf,2,175,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.3390/su12104263.json,2026-02-14T18:27:56.725084+00:00,0.00016214,17,,27,27,ready,104846,,0,0,error_pdf_timeout,,
doi:10.3390/su12176760,10.3390/su12176760,A Review of Smart Design Based on Interactive Experience in Building Systems,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12176760.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:16.231610+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12176760.pdf,13,138,,paper_classifier_v2,0.8,,narrative_review,1.2,False,narrative_review,thought_piece,"title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature)|review_hits:literature review,review of",,,,,,,,,,,,,,,
doi:10.3390/su12239813,10.3390/su12239813,Application of Biomimetics to Architectural and Urban Design: A Review across Scales,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12239813.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:16.231610+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12239813.pdf,1,77,,paper_classifier_v2,0.7273,,narrative_review,2.0,False,narrative_review,empirical_v2,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),,,,,,,,,,,,,,,
doi:10.3390/su14137885,10.3390/su14137885,Sensory Perception Mechanism for Preparing the Combinations of Stimuli Operation in the Architectural Experience,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su14137885.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:16.231610+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su14137885.pdf,4,96,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,,,,,
doi:10.3390/su152216104,10.3390/su152216104,Examining the Impact of Crowding Perception on the Generation of Negative Emotions among Users of Small Urban Micro Public Spaces,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su152216104.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:47.428003+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su152216104.pdf,8,107,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.3390/su152216104.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,25,25,ready,103234,,0,1,error_pdf_timeout,,
doi:10.3390/su16124935,10.3390/su16124935,Green Emotion: Incorporating Emotional Perception in Green Marketing to Increase Green Furniture Purchase Intentions,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su16124935.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:47.428003+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su16124935.pdf,2,108,,paper_classifier_v2,1.0,theory_mentions_deweighted_due_to_empirical_core,theoretical,1.2,False,theoretical,narrative_review,"title_pattern:theor(y|etical)\s+(of|for|about)|title_pattern:conceptual\s+model|theory_hits:theory of,theoretical framework,conceptual model",,,,,,,,,,,,,,,
doi:10.3390/su162310251,10.3390/su162310251,Color as a Key Factor in Creating Sustainable Living Spaces for Seniors,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su162310251.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:47.428003+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su162310251.pdf,2,41,,paper_classifier_v2,0.3273,downgraded_to_unknown_low_confidence,unknown,0.3,True,empirical_v2,narrative_review,section:results,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.3758/s13421-021-01209-7,10.3758/s13421-021-01209-7,Individual differences in mental imagery in different modalities and levels of intentionality,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3758_s13421-021-01209-7.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:36:47.428003+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3758_s13421-021-01209-7.pdf,13,83,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.3758/s13428-019-01242-0,10.3758/s13428-019-01242-0,Studying human behavior with virtual reality: The Unity Experiment Framework,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3758_s13428-019-01242-0.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:37:37.721340+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3758_s13428-019-01242-0.pdf,5,122,,paper_classifier_v2,0.4,theory_mentions_deweighted_due_to_empirical_core|downgraded_to_unknown_low_confidence,unknown,0.2,True,case_study,empirical_v2,title_pattern:case\s+study,,,,,,,,,,,0,0,error_pdf_timeout,,
doi:10.48550/arxiv.2309.15840,10.48550/arxiv.2309.15840,How to Catch an AI Liar: Lie Detection in Black-Box LLMs by Asking Unrelated Questions,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.48550_arxiv.2309.15840.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:37:37.721340+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.48550_arxiv.2309.15840.pdf,1,180,,paper_classifier_v2,0.4,downgraded_to_unknown_low_confidence,unknown,0.7,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.48550/arxiv.2309.15840.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,18,18,ready,78298,,0,0,error_pdf_timeout,,
doi:10.48550/arxiv.2406.02728,10.48550/arxiv.2406.02728,Impacts of Illuminance and Correlated Color Temperature on Cognitive Performance: A VR-Lighting Study,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.48550_arxiv.2406.02728.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:37:37.721340+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.48550_arxiv.2406.02728.pdf,1,85,,paper_classifier_v2,1.0,,empirical_v2,3.3,False,empirical_v2,observational_field,"section:results|empirical_method_hits:participants,methods",,,,,,,,,,,,,,,
